InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
P63279	Q09472	Biogrid, Hprd	1	1	2	12718889, 8824223
P23468	O75334	Biogrid, Hprd	1	1	1	9624153
P23468	O75145	Biogrid, Hprd	1	1	1	9624153
Q13136	O75145	Biogrid, Hprd	1	1	1	9624153
Q13136	Q86W92	Biogrid, Hprd	1	1	1	9624153
O75334	O75145	Biogrid, Hprd	1	1	1	9624153
O75334	Q86W92	Biogrid, Hprd	1	1	1	9624153
O75145	O75145	Biogrid, Hprd	1	1	1	9624153
O75145	Q86W92	Biogrid, Hprd	1	1	1	9624153
Q8ND30	Q13136	Biogrid, Hprd	1	1	1	9624153
Q8ND30	O75334	Biogrid, Hprd	1	1	1	9624153
P27797	P16473	Biogrid, Hprd	2	2	1	12383251
P13569	Q9Y6M7	Biogrid, Hprd	2	2	1	12403779
P49427	Q03060	Biogrid, Hprd	1	1	1	10373550
P18084	Q13105	Biogrid, Hprd	1	1	1	12356872
Q7L5N1	P04150	Biogrid, Hprd	1	1	1	12237292
Q8NEV9	Q6UWB1	Biogrid, Hprd	2	2	1	12121660
P50453	P49662	Biogrid, Hprd	1	1	1	10477277
P60201	P27797	Biogrid, Hprd	2	2	1	12196561
P07333	O00459	Biogrid, Hprd	1	1	1	1334406
P09874	P14859	Biogrid, Hprd	1	1	1	9537509
Q16553	P20963	Biogrid, Hprd	2	2	1	9575182
P37173	Q13347	Biogrid, Hprd	2	2	3	9813058, 7566156, 11781097
O75582	P02686	Biogrid, Hprd	1	1	1	9873047
Q07817	O60238	Biogrid, Hprd	1	1	2	9973195, 10467396
Q14511	P15923	Biogrid, Hprd	1	1	1	10502414
P05771	P98082	Biogrid, Hprd	1	1	1	10542228
P05129	P98082	Biogrid, Hprd	1	1	1	10542228
Q05655	P98082	Biogrid, Hprd	1	1	1	10542228
P17252	Q07617	Biogrid, Hprd	1	1	1	11517287
P17252	P78543	Biogrid, Hprd	1	1	1	11237868
Q14653	Q8IUC6	Biogrid, Hprd	1	1	2	25636800, 14739303
P98161	P35222	Biogrid, Hprd	2	2	2	11113628, 11274246
P16333	P20042	Biogrid, Hprd	1	1	1	11959995
P21796	P63172	Biogrid, Hprd	1	1	1	12009301
Q8TD19	Q8TD16	Biogrid, Hprd	1	1	1	11864968
P35869	O14980	Biogrid, Hprd	2	2	2	12065584, 26673895
P32121	P04049	Biogrid, Hprd	2	2	1	11226259
Q9UIW2	O14786	Biogrid, Hprd	2	2	2	11239433, 10520994
P98172	Q9BX66	Biogrid, Hprd	2	2	1	11557983
P39687	Q15717	Biogrid, Hprd	2	2	3	11565755, 11729309, 11018049
Q92688	O14980	Biogrid, Hprd	2	2	1	11565755
Q9UBS4	P0DMV8	Biogrid, Hprd	2	2	1	11584023
Q9UBS4	P0DMV9	Biogrid, Hprd	2	2	1	11584023
P19793	P11831	Biogrid, Hprd	1	1	1	11641790
Q16787	P00747	Biogrid, Hprd	1	1	1	10956663
Q16787	P00750	Biogrid, Hprd	1	1	1	10956663
Q86UU9	P21452	Biogrid, Hprd	1	1	1	11786503
Q86UU9	P25103	Biogrid, Hprd	1	1	1	11786503
P41594	Q86YM7	Biogrid, Hprd	2	2	2	11418862, 9069287
Q5EG05	O43353	Biogrid, Hprd	2	2	2	11432859, 11536016
Q5EG05	Q5EG05	Biogrid, Hprd	2	2	1	11432859
Q5EG05	P29466	Biogrid, Hprd	2	2	2	11432859, 11536016
P36956	Q02535	Biogrid, Hprd	1	1	1	10585876
Q07955	Q13523	Biogrid, Hprd	1	1	1	11418604
Q01826	Q12873	Biogrid, Hprd	2	2	1	12374985
Q15185	P35869	Biogrid, Hprd	1	1	2	11013261, 11259606
Q16819	P01042	Biogrid, Hprd	1	1	1	11278902
P63244	P17181	Biogrid, Hprd	1	1	2	12960323, 11301323
Q14766	P17936	Biogrid, Hprd	1	1	1	12962157
P53355	Q6ZN44	Biogrid, Hprd	2	2	1	15729359
P53355	O95185	Biogrid, Hprd	2	2	1	15729359
Q8WXA9	Q12905	Biogrid, Hprd	1	1	1	14559993
Q8WXA9	P68400	Biogrid, Hprd	1	1	1	14559993
Q9NPB6	P36897	Biogrid, Hprd	2	2	2	15761148, 15761153
Q05516	P50052	Biogrid, Hprd	1	1	1	14657020
Q9UKR3	P08697	Biogrid, Hprd	1	1	1	14687906
Q969H4	Q8TCX5	Biogrid, Hprd	1	1	1	14749388
P61586	Q8TCX5	Biogrid, Hprd	1	1	2	14749388, 12221077
Q07699	Q12955	Biogrid, Hprd	2	2	2	14761957, 11997395
Q13547	P48552	Biogrid, Hprd	1	1	3	15060175, 11006275, 11285237
Q92769	P48552	Biogrid, Hprd	1	1	1	15060175
Q13761	Q13547	Biogrid, Hprd	2	2	1	15138260
P36897	Q8WUH2	Biogrid, Hprd	1	1	2	11278302, 9545258
P37173	Q8WUH2	Biogrid, Hprd	2	2	1	11278302
P49759	P49759	Biogrid, Hprd	1	1	2	26167880, 12549978
P49759	Q13427	Biogrid, Hprd	1	1	2	26167880, 8973360
P49759	Q13247	Biogrid, Hprd	1	1	2	26167880, 12549978
P63172	O14641	Biogrid, Hprd	1	1	2	26638075, 10644691
O14980	P50548	Biogrid, Hprd	2	2	2	26673895, 14729966
O14980	Q9H814	Biogrid, Hprd	2	2	2	26673895, 10786834
O14980	P52594	Biogrid, Hprd	1	1	2	26673895, 9368759
O14980	Q14457	Biogrid, Hprd	2	2	2	26673895, 11309306
O14980	O00571	Biogrid, Hprd	2	2	2	26673895, 15507209
O14980	Q15797	Biogrid, Hprd	2	2	2	26673895, 12519765
P46109	Q07889	Biogrid, Hprd	2	2	2	26496610, 9162067
O15027	Q15436	Biogrid, Hprd	1	1	2	26496610, 17192411
O95163	O95163	Biogrid, Hprd	1	1	2	26261306, 15383276
Q5JWF2	Q08462	Biogrid, Hprd	2	2	2	25241761, 9268375
P17948	Q06124	Biogrid, Hprd	1	1	2	25241761, 9600074
P08631	P42338	Biogrid, Hprd	2	2	2	25241761, 12029088
P04637	O15350	Biogrid, Hprd	1	1	5	25417702, 21508668, 9802988, 11238924, 9891077
Q9Y463	Q9Y463	Biogrid, Hprd	1	1	3	26735018, 10910078, 15144186
Q9P258	P63000	Biogrid, Hprd	1	1	2	25074804, 12919680
Q15306	Q99836	Biogrid, Hprd	2	2	2	24670424, 16236719
O43318	Q8NFM7	Biogrid, Hprd	2	2	2	23770285, 15277532
P19438	P43405	Biogrid, Hprd	2	2	2	26212014, 16291755
Q13485	Q92793	Biogrid, Hprd	2	2	2	25514493, 9679056
Q9BXW9	Q06609	Biogrid, Hprd	2	2	2	25893307, 12239151
P61981	Q86T82	Biogrid, Hprd	1	1	2	26427597, 15324660
P14921	P08047	Biogrid, Hprd	1	1	2	25363021, 15001984
Q14134	P08670	Biogrid, Hprd	1	1	2	26381412, 7644499
P10275	P35869	Biogrid, Hprd	2	2	2	25908644, 17392787
P49736	Q16695	Biogrid, Hprd	2	2	2	25963833, 8798650
O96013	O96013	Biogrid, Hprd	1	1	2	26598620, 17192257
Q9UBK2	Q14994	Biogrid, Hprd	1	1	2	26407237, 15572376
Q13277	P51809	Biogrid, Hprd	2	2	2	26553929, 9614185
Q96KC8	P11021	Biogrid, Hprd	1	1	2	26085089, 10777498
O14617	P49754	Biogrid, Hprd	2	2	2	21411634, 10559961
Q13501	P42261	Biogrid, Hprd	1	1	2	26187466, 19004011
Q9Y4K3	P52564	Biogrid, Hprd	2	2	2	26038599, 16313339
Q96JA3	P84077	Biogrid, Hprd	1	1	1	15107860
Q9BT67	P46934	Biogrid, Hprd	2	2	3	27173227, 11042109, 11748237
P35968	Q9NP31	Biogrid, Hprd	1	1	3	22689825, 10692392, 15962004
P05412	Q969H0	Biogrid, Hprd	1	1	3	14739463, 28036276, 16023596
P24941	Q9UGP5	Biogrid, Hprd	1	1	2	22370481, 16174846
Q9P286	Q9P286	Biogrid, Hprd	2	2	2	27499296, 11756552
P26440	P26440	Biogrid, Hprd	2	2	3	27499296, 6401713, 10713113
P63104	P49137	Biogrid, Hprd	1	1	1	12861023
P49137	P26651	Biogrid, Hprd	1	1	2	14688255, 18326031
P47712	P08670	Biogrid, Hprd	2	2	2	18840708, 10625659
P16662	P08684	Biogrid, Hprd	1	1	3	15611481, 19158361, 15486048
O75582	P18846	Biogrid, Hprd	1	1	3	11335727, 11909979, 11018520
P15090	Q05469	Biogrid, Hprd	1	1	3	15456755, 17785468, 10318917
O43422	P19525	Biogrid, Hprd	2	2	2	20484669, 8576172
P05106	P29353	Biogrid, Hprd	2	2	2	19889638, 10964917
P62993	Q9H400	Biogrid, Hprd	1	1	2	19879355, 16249387
P06756	Q13443	Biogrid, Hprd	2	2	2	16373656, 15361064
P11362	P11487	Biogrid, Hprd	1	1	2	18199118, 8663044
P11362	P10767	Biogrid, Hprd	1	1	2	18199118, 8663044
P11362	P31371	Biogrid, Hprd	1	1	2	18199118, 10574949
P11362	O60258	Biogrid, Hprd	1	1	2	18199118, 10751172
Q13469	P18146	Biogrid, Hprd	2	2	2	27637333, 12560487
Q13469	P27348	Biogrid, Hprd	2	2	2	27637333, 10611249
Q13469	P63104	Biogrid, Hprd	2	2	2	27637333, 10611249
Q9HCE7	P19784	Biogrid, Hprd	1	1	2	20804422, 15761153
P17612	P35236	Biogrid, Hprd	1	1	2	14613483, 10559944
P49137	O15511	Biogrid, Hprd	1	1	1	12829704
P27540	P03372	Biogrid, Hprd	1	1	1	15837795
Q08722	Q9UMX0	Biogrid, Hprd	2	2	2	21125662, 10549293
P11362	Q15418	Biogrid, Hprd	1	1	1	15117958
P11362	Q13239	Biogrid, Hprd	1	1	1	15117958
P11362	O00459	Biogrid, Hprd	1	1	1	15117958
P11362	P78314	Biogrid, Hprd	1	1	1	15117958
P11362	O43639	Biogrid, Hprd	1	1	1	15117958
P11362	Q63HR2	Biogrid, Hprd	1	1	1	15117958
P11362	O95197	Biogrid, Hprd	1	1	1	15117958
P05106	P35968	Biogrid, Hprd	2	2	2	25644401, 10022831
P50750	P04637	Biogrid, Hprd	1	1	2	16741955, 16552184
Q06124	P16234	Biogrid, Hprd	2	2	2	21996738, 8943348
Q13480	Q8WU20	Biogrid, Hprd	2	2	2	25159185, 11353842
Q99650	P13725	Biogrid, Hprd	1	1	3	17028186, 10997905, 8999038
P48745	P26447	Biogrid, Hprd	1	1	2	12147716, 14606958
P54764	P11362	Biogrid, Hprd	1	1	2	18790757, 16365308
Q14839	Q09472	Biogrid, Hprd	1	1	2	26546801, 15189737
Q53ET0	Q08209	Biogrid, Hprd	2	2	2	27990298, 15454081
P40763	P16949	Biogrid, Hprd	2	2	2	23333463, 16401721
P21860	Q14289	Biogrid, Hprd	2	2	2	27793840, 15499613
Q8N488	Q14790	Biogrid, Hprd	2	2	2	27989698, 11395500
P29376	P29353	Biogrid, Hprd	2	2	2	7650032, 9223670
O43561	P16885	Biogrid, Hprd	1	1	2	27221712, 10469124
Q99626	P49841	Biogrid, Hprd	2	2	2	27470268, 16027724
O96013	P06756	Biogrid, Hprd	1	1	2	23254288, 12356872
P31749	P27986	Biogrid, Hprd	2	2	2	19117013, 10527852
Q06124	P78324	Biogrid, Hprd	2	2	3	10962556, 20473329, 8943344
O14514	Q9UQB8	Biogrid, Hprd	1	1	1	10343108
P41231	P12931	Biogrid, Hprd	2	2	1	14670955
Q9NQX3	Q8N8S7	Biogrid, Hprd	2	2	2	16376568, 12967995
O60716	P49841	Biogrid, Hprd	2	2	2	28069439, 12885254
Q06413	Q06413	Biogrid, Hprd	1	1	2	11744164, 12130539
P35241	Q92887	Biogrid, Hprd	1	1	2	25163515, 12068294
P35968	P29350	Biogrid, Hprd	1	1	3	28065597, 9405464, 16453023
P35968	Q06124	Biogrid, Hprd	1	1	2	28065597, 9405464
Q02763	Q06124	Biogrid, Hprd	1	1	2	28065597, 10521483
P00533	P24821	Biogrid, Hprd	2	2	2	28065597, 11470832
P98077	P62993	Biogrid, Hprd	2	2	2	24430869, 12006576
Q6S5L8	P62993	Biogrid, Hprd	2	2	2	24430869, 17409413
Q05923	P28482	Biogrid, Hprd	2	2	3	27880917, 27432908, 16288922
Q99502	Q9NPC8	Biogrid, Hprd	1	1	3	27880917, 28514442, 11734542
Q05209	Q9H939	Biogrid, Hprd	2	2	3	27880917, 28514442, 9804817
Q99952	Q9H939	Biogrid, Hprd	2	2	3	27880917, 27432908, 9804817
Q05209	P41240	Biogrid, Hprd	1	1	2	27880917, 11158295
Q9Y2R2	P41240	Biogrid, Hprd	2	2	3	27880917, 27432908, 9582365
Q16667	Q16667	Biogrid, Hprd	1	1	3	27432908, 8127873, 8242750
Q05923	Q16539	Biogrid, Hprd	2	2	2	27432908, 7535770
Q93096	Q93096	Biogrid, Hprd	2	2	3	27432908, 15571731, 16142898
P31749	P31751	Biogrid, Hprd	2	2	8	28514442, 12176337, 12149249, 11445557, 11546794, 14500673, 9736715, 11278835
P10696	P05187	Biogrid, Hprd	2	2	2	28514442, 12372831
Q12926	Q14576	Biogrid, Hprd	1	1	2	28514442, 12384599
Q02080	Q02080	Biogrid, Hprd	2	2	2	28514442, 12700764
P35711	P35712	Biogrid, Hprd	2	2	2	28514442, 9755172
Q9NY99	P11532	Biogrid, Hprd	1	1	2	28514442, 10747910
P15735	Q16816	Biogrid, Hprd	2	2	2	28514442, 9362479
P42229	P51692	Biogrid, Hprd	2	2	2	28514442, 9528750
Q9NPJ8	Q9UBU9	Biogrid, Hprd	2	2	2	28514442, 11073998
P78348	Q16515	Biogrid, Hprd	2	2	2	28514442, 9360943
Q92572	Q13367	Biogrid, Hprd	2	2	2	28514442, 9118953
Q9Y692	Q9UKD1	Biogrid, Hprd	2	2	2	28514442, 10523663
Q96RJ6	P15923	Biogrid, Hprd	2	2	2	28514442, 12217327
Q9NY99	Q9Y4J8	Biogrid, Hprd	1	1	2	28514442, 10747910
P19484	O14948	Biogrid, Hprd	2	2	2	28514442, 9806910
Q14168	Q12959	Biogrid, Hprd	2	2	2	28514442, 12351654
Q92843	Q96PG8	Biogrid, Hprd	2	2	3	28514442, 15694340, 16697956
Q8IUW5	O95747	Biogrid, Hprd	1	1	2	28514442, 16389068
Q9NPC8	Q99504	Biogrid, Hprd	2	2	2	28514442, 12215533
Q96MH2	O60563	Biogrid, Hprd	1	1	2	28514442, 15994294
O60711	Q05209	Biogrid, Hprd	2	2	2	28514442, 12674328
Q9BPU6	O14531	Biogrid, Hprd	2	2	2	28514442, 10956643
Q9Y4Y9	O15116	Biogrid, Hprd	2	2	2	28514442, 11920408
P16070	P09038	Biogrid, Hprd	2	2	2	28514442, 7532176
P78346	O75818	Biogrid, Hprd	2	2	2	28514442, 9630247
Q86YV9	Q9UPZ3	Biogrid, Hprd	1	1	2	28514442, 12548288
P78346	P78345	Biogrid, Hprd	2	2	2	28514442, 9630247
P35612	P35611	Biogrid, Hprd	2	2	2	28514442, 7490111
Q5T2W1	O76082	Biogrid, Hprd	1	1	3	28514442, 15523054, 15553237
Q16643	Q9NSB8	Biogrid, Hprd	2	2	2	28514442, 12676529
Q96D71	Q8NFH8	Biogrid, Hprd	1	1	2	28514442, 9422736
P30533	Q9NZR2	Biogrid, Hprd	2	2	2	28514442, 11384978
P49796	P52799	Biogrid, Hprd	1	1	2	28514442, 15458844
Q9NZQ3	Q14155	Biogrid, Hprd	2	2	2	28514442, 14559906
P23246	Q8WXF1	Biogrid, Hprd	2	2	2	28514442, 15140795
Q8NFX7	Q16623	Biogrid, Hprd	2	2	2	28514442, 12145319
Q9UGI9	Q13131	Biogrid, Hprd	1	1	2	28514442, 8626596
P14780	P02462	Biogrid, Hprd	2	2	2	28514442, 9878537
Q9H633	P78345	Biogrid, Hprd	1	1	2	28514442, 11455963
P11532	P46939	Biogrid, Hprd	2	2	2	28514442, 10767429
P08134	Q9BST9	Biogrid, Hprd	1	1	2	28514442, 8662891
Q16563	P63027	Biogrid, Hprd	2	2	2	28514442, 10370136
Q9UPT6	Q9UQF2	Biogrid, Hprd	2	2	3	28514442, 10629060, 16456539
P08253	P39060	Biogrid, Hprd	2	2	2	28514442, 12023034
P14780	P02751	Biogrid, Hprd	2	2	2	28514442, 11134254
P29322	P52803	Biogrid, Hprd	2	2	2	28514442, 11416136
Q14117	Q9BPU6	Biogrid, Hprd	1	1	2	28514442, 10956643
Q9Y2J0	P51159	Biogrid, Hprd	2	2	2	28514442, 12578829
P49796	P98172	Biogrid, Hprd	1	1	2	28514442, 11301003
Q86XT2	Q99816	Biogrid, Hprd	1	1	2	28514442, 15218037
Q08380	P02751	Biogrid, Hprd	2	2	2	28514442, 9501082
P14780	P08572	Biogrid, Hprd	2	2	2	28514442, 9878537
Q8NFX7	Q12846	Biogrid, Hprd	2	2	2	28514442, 12145319
Q92997	Q8TAA9	Biogrid, Hprd	1	1	2	28514442, 15456783
Q9Y4Y9	O95777	Biogrid, Hprd	2	2	2	28514442, 11920408
Q9HD26	Q08378	Biogrid, Hprd	1	1	2	28514442, 15951434
P12036	P07197	Biogrid, Hprd	2	2	2	28514442, 2557834
P08134	O60610	Biogrid, Hprd	2	2	2	28514442, 15864301
P05155	P00750	Biogrid, Hprd	2	2	2	28514442, 7586269
P35080	P60709	Biogrid, Hprd	2	2	2	28514442, 10600384
P02774	P62736	Biogrid, Hprd	2	2	2	28514442, 12119014
O43291	Q04756	Biogrid, Hprd	2	2	2	28514442, 9346890
Q9Y2J0	P61006	Biogrid, Hprd	2	2	2	28514442, 12578829
O95644	P63098	Biogrid, Hprd	2	2	2	28514442, 16473827
P15812	P61769	Biogrid, Hprd	2	2	2	28514442, 10948205
Q9NSA3	P26232	Biogrid, Hprd	2	2	2	28514442, 16325583
Q13671	P63104	Biogrid, Hprd	2	2	2	28514442, 9144171
O76096	P07711	Biogrid, Hprd	2	2	3	28514442, 9632704, 9733783
Q14995	P20393	Biogrid, Hprd	1	1	2	28514442, 15604093
Q99650	P23458	Biogrid, Hprd	2	2	2	28514442, 10586060
P08621	Q99590	Biogrid, Hprd	1	1	2	28514442, 9447963
Q9H633	P78346	Biogrid, Hprd	1	1	2	28514442, 11455963
Q01518	P60709	Biogrid, Hprd	1	1	2	28514442, 8761950
Q13309	P0CG47	Biogrid, Hprd	2	2	2	28514442, 15070733
P61024	P33552	Biogrid, Hprd	2	2	2	28514442, 2227411
P53805	P49841	Biogrid, Hprd	2	2	2	28514442, 12063245
Q7Z4N8	P07237	Biogrid, Hprd	2	2	3	28514442, 12874193, 14500733
P08621	O75494	Biogrid, Hprd	2	2	2	28514442, 14765198
O95136	P50148	Biogrid, Hprd	2	2	2	28514442, 10488065
Q53ET0	P63104	Biogrid, Hprd	2	2	2	28514442, 16306228
Q99426	P68366	Biogrid, Hprd	2	2	2	28514442, 9265649
Q9NPC8	Q04724	Biogrid, Hprd	1	1	2	28514442, 12441302
Q9Y3C5	O00560	Biogrid, Hprd	1	1	2	28514442, 15231748
P62820	Q92696	Biogrid, Hprd	2	2	2	28514442, 7991565
P25685	P16278	Biogrid, Hprd	2	2	2	28514442, 8670798
P20339	P53611	Biogrid, Hprd	2	2	2	28514442, 7991565
O43854	P06756	Biogrid, Hprd	2	2	2	28514442, 11959660
P05089	P78540	Biogrid, Hprd	2	2	2	28514442, 11849441
P04070	P07225	Biogrid, Hprd	2	2	3	28514442, 1615482, 2461936
Q06124	P29350	Biogrid, Hprd	2	2	2	27432908, 8541543
Q15678	P61981	Biogrid, Hprd	2	2	2	27432908, 15324660
P29350	P29350	Biogrid, Hprd	2	2	8	27432908, 9151699, 9973385, 8574854, 9842885, 9531263, 11920268, 7518460
P04150	Q12824	Biogrid, Hprd	2	2	2	28611094, 10688647
P11142	P08047	Biogrid, Hprd	2	2	2	23333597, 10976766
Q16539	P45983	Biogrid, Hprd	2	2	2	18586681, 15778365
Q02763	Q02763	Biogrid, Hprd	1	1	4	26285778, 11080633, 10521483, 9632797
P21817	P0DP23	Biogrid, Hprd	1	1	2	11306590, 12509414
P21817	P0DP24	Biogrid, Hprd	1	1	2	11306590, 12509414
P21817	P0DP25	Biogrid, Hprd	1	1	2	11306590, 12509414
Q9ULJ8	P63261	Hprd	2	2	2	9362513, 12052877
P10124	P16070	Hprd	2	2	1	9334256
P35240	P04626	Hprd	2	2	1	12118253
P50616	P04626	Hprd	2	2	1	8632892
Q99102	P04626	Hprd	2	2	3	12434309, 11687512, 11598901
Q9UHI6	P41162	Hprd	2	2	1	12007404
Q04726	P55316	Hprd	2	2	1	11238932
Q13547	P55316	Hprd	2	2	1	11238932
P01730	P16070	Hprd	2	2	1	7539755
P15498	P84095	Hprd	2	2	1	12376551
P01112	P15498	Hprd	2	2	1	8554611
P37173	P16070	Hprd	2	2	1	12145287
Q15942	P15498	Hprd	1	1	1	8622875
Q16853	P15498	Hprd	2	2	1	1375396
P51956	P15498	Hprd	2	2	1	15618286
P07947	P07947	Hprd	2	2	1	9794236
Q04912	P07947	Hprd	2	2	1	8918464
Q06418	P07947	Hprd	2	2	1	7537495
O43184	P07947	Hprd	2	2	1	11127814
P78352	P07947	Hprd	2	2	1	9892651
Q9Y5K6	P07947	Hprd	2	2	1	10339567
Q13625	P07947	Hprd	2	2	1	11278422
Q13316	P16070	Hprd	2	2	1	11825898
O15105	Q8NCP5	Hprd	1	1	1	15231748
P10721	P10721	Hprd	2	2	2	10377264, 9799234
Q9UHV8	P63261	Hprd	2	2	1	15009185
P17252	P10721	Hprd	2	2	1	7539802
Q7Z699	P10721	Hprd	2	2	1	12646235
O14492	P10721	Hprd	2	2	1	10872802
Q7Z698	P10721	Hprd	2	2	2	14981116, 12646235
P09769	P09769	Hprd	2	2	1	7515063
P09769	P12931	Hprd	2	2	4	12468645, 12387813, 7678701, 9208935
P16284	P28907	Hprd	2	2	1	9551996
Q92835	P09769	Hprd	2	2	1	10229804
Q9NR61	Q99466	Hprd	2	2	1	12814948
Q969H0	Q99466	Hprd	2	2	1	11585921
P01730	P28907	Hprd	2	2	1	7539755
O00548	P48745	Hprd	2	2	1	12050162
Q16827	P11309	Hprd	2	2	1	11368509
Q01974	P41221	Hprd	2	2	1	12839624
P00519	P08922	Hprd	1	1	1	11266449
Q9UNE2	P61006	Hprd	2	2	1	12578829
Q9UQ26	P61006	Hprd	2	2	1	12578829
P17948	P17948	Hprd	2	2	1	11513746
P16885	P17948	Hprd	1	1	1	9398617
P08754	P13987	Hprd	2	2	1	8650218
Q13535	P17948	Hprd	1	1	1	10749680
P11308	P11308	Hprd	2	2	1	9681824
P17947	P11308	Hprd	2	2	1	9681824
Q01543	P11308	Hprd	2	2	1	9681824
P50549	P11308	Hprd	2	2	1	9681824
Q07889	P10301	Hprd	2	2	1	11560935
P21926	P13987	Hprd	2	2	1	1377690
P29323	P10301	Hprd	2	2	1	10570155
Q8IVL1	P10301	Hprd	2	2	1	15031288
Q5U651	P10301	Hprd	1	1	1	15031288
P29400	P13725	Hprd	2	2	1	11711546
P06729	P13987	Hprd	2	2	1	1377404
P07948	P19174	Hprd	2	2	6	10586033, 8885868, 8657103, 1689310, 7682059, 15144186
P07948	Q05655	Hprd	2	2	2	10945993, 7575560
P42263	P07948	Hprd	2	2	1	9892356
P12931	P13987	Hprd	2	2	1	12219031
P42679	P07948	Hprd	2	2	2	9171348, 1722201
Q04759	P07948	Hprd	2	2	1	11358993
P42574	P07948	Hprd	2	2	1	11526478
P48029	P13987	Hprd	2	2	1	12219031
P07948	Q92918	Hprd	2	2	1	11514608
O60500	P07948	Hprd	2	2	1	12846735
P78352	P07948	Hprd	2	2	1	9892651
P62993	P21854	Hprd	2	2	1	10820378
Q7LFX5	P07948	Hprd	2	2	1	10749872
O14492	P07948	Hprd	2	2	1	10872802
Q7L591	P07948	Hprd	2	2	1	10733577
O75444	P05412	Hprd	2	2	1	8108109
Q13569	P05412	Hprd	1	1	1	1631061
Q9Y6Q9	P05412	Hprd	2	2	1	11477071
P01011	P01011	Hprd	2	2	1	14668352
Q6VY07	P05412	Hprd	2	2	1	11331585
Q03014	P05412	Hprd	1	1	1	11551904
Q9Y5Q3	P05412	Hprd	2	2	1	12798298
Q05925	P05412	Hprd	1	1	1	11551904
P08311	P01011	Hprd	2	2	3	10512690, 9698370, 8849841
Q9UQ07	P05412	Hprd	2	2	1	10421840
Q8IW41	P05412	Hprd	2	2	1	9628874
P07951	P05412	Hprd	1	1	1	1631061
P40313	P01011	Hprd	2	2	1	8267879
Q9NRH2	P05412	Hprd	2	2	2	10878360, 12087103
P17538	P01011	Hprd	2	2	1	2435303
Q16539	P17275	Hprd	2	2	2	9889198, 8917518
P20226	P17535	Hprd	2	2	1	7848298
P23946	P01011	Hprd	2	2	1	8226889
Q16236	P17535	Hprd	2	2	1	9872330
Q13485	P17535	Hprd	2	2	1	10220381
Q16520	P17535	Hprd	1	1	1	8570175
P03956	P01011	Hprd	2	2	1	1311327
Q9UNI1	P01011	Hprd	2	2	2	7759598, 2456771
P41145	P41143	Hprd	2	2	1	11069979
P17252	P41143	Hprd	2	2	1	11085981
Q02156	P41143	Hprd	2	2	1	11085981
Q05655	P41143	Hprd	2	2	1	11085981
Q9UH77	P41143	Hprd	2	2	1	11259487
P56545	Q03112	Hprd	2	2	1	9724649
P26927	P01011	Hprd	2	2	1	11274154
Q13485	P10071	Hprd	2	2	1	9843199
Q15796	P10071	Hprd	2	2	1	9843199
Q15672	P10071	Hprd	2	2	1	12142027
P84022	P10071	Hprd	2	2	1	9843199
P04626	P01011	Hprd	2	2	1	10829039
Q13042	P12757	Hprd	2	2	1	11691834
Q99829	P12757	Hprd	2	2	1	12522145
Q96FN4	P12757	Hprd	1	1	1	12522145
Q96A23	P12757	Hprd	1	1	1	12522145
P12259	P01011	Hprd	2	2	1	8216224
Q14524	P22681	Hprd	2	2	1	8621719
P62253	P22681	Hprd	2	2	1	11032556
P09884	P01011	Hprd	2	2	1	3490907
O15197	P22681	Hprd	2	2	1	11713248
P60604	P22681	Hprd	2	2	1	11032556
Q99895	P01011	Hprd	2	2	2	9635374, 8718849
P29353	P60033	Hprd	2	2	1	14676841
O60841	P22681	Hprd	2	2	1	8621719
Q92772	P22681	Hprd	2	2	1	7721825
P53609	P62745	Hprd	2	2	3	7713879, 1400319, 15451670
Q13464	P08134	Hprd	2	2	1	8816443
P61586	P61586	Hprd	2	2	1	15069594
P17252	P61586	Hprd	2	2	1	11284700
P21980	P61586	Hprd	2	2	1	11350930
P21333	P61586	Hprd	2	2	1	10051605
P52735	P61586	Hprd	2	2	1	11909943
P17612	P61586	Hprd	2	2	1	12654918
P78357	P61586	Hprd	2	2	1	9407060
P07858	P03973	Hprd	2	2	1	11435427
Q9UI14	P61586	Hprd	1	1	1	11335720
P25774	P03973	Hprd	2	2	1	11435427
Q9Y3L3	P61586	Hprd	2	2	1	9548756
Q9P107	P61586	Hprd	2	2	1	12093360
P07711	P03973	Hprd	2	2	1	11435427
Q8N1W1	P61586	Hprd	1	1	1	9199174
Q96N67	P61586	Hprd	2	2	1	12432077
P08246	P03973	Hprd	2	2	1	10702419
Q7Z698	P61586	Hprd	2	2	1	15184877
P13686	P10451	Hprd	2	2	2	8195113, 2808373
P17252	P10451	Hprd	2	2	1	8663267
P09237	P10451	Hprd	2	2	1	11375993
Q13797	P10451	Hprd	2	2	1	10593924
Q13976	P10451	Hprd	2	2	1	8663267
P01185	P30559	Hprd	2	2	1	7921229
P01178	P30559	Hprd	2	2	1	10698266
P07288	P03973	Hprd	2	2	1	7539415
P19544	Q02962	Hprd	2	2	1	14603255
Q96HF1	Q02962	Hprd	2	2	1	14561758
P54198	P23759	Hprd	1	1	1	9731536
P07478	P03973	Hprd	2	2	1	8573092
Q02548	Q02548	Hprd	2	2	1	10022910
P52292	Q02548	Hprd	1	1	1	10748034
P52294	Q02548	Hprd	1	1	1	10748034
